,track_id,track_name,artist_name,year,popularity,artwork_url,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_url,language,Cluster
1446,7iQuiHBn9L5QqPRPfCFUuL,"Afeemi (From ""Meri Pyaari Bindu"")","Sachin-Jigar, Sanah Moidutty, Jigar Saraiya, Kausar Munir",2022,4,https://i.scdn.co/image/ab67616d0000b273f663cfa4b6f8548cdfe244be,Pyaar Mode On,0.788,0.587,249692.0,0.452,0.0,7.0,0.129,-8.52,1.0,0.0462,87.985,4.0,0.548,https://open.spotify.com/track/7iQuiHBn9L5QqPRPfCFUuL,Hindi,0
1447,2oHBxI0rL1HLBME9eo0tqa,Aadi Pona Aavani,"Santhosh Narayanan, Gana Bala",2011,44,https://i.scdn.co/image/ab67616d0000b27308b6c1a5fa4008ff3811d36d,Atta Kathi (Original Motion Picture Soundtrack),0.7,0.863,279231.0,0.681,6.62e-05,6.0,0.253,-5.255,0.0,0.123,104.048,4.0,0.96,https://open.spotify.com/track/2oHBxI0rL1HLBME9eo0tqa,Unknown,4
1448,5mgbi2lmIDi5wKU9O76d11,Themselves,"Chuck Da Middleman, Mack AAO, Shakira Attily, Mt. Oddo, Dawud",2020,0,https://i.scdn.co/image/ab67616d0000b2735414888228c74326e85ee653,Nation Time,0.0196,0.542,301740.0,0.842,6.36e-05,8.0,0.432,-3.883,0.0,0.148,92.944,4.0,0.638,https://open.spotify.com/track/5mgbi2lmIDi5wKU9O76d11,English,2
1449,31NM6pOPNKEHgPrkYLFbuF,Roll Tide,"Hans Zimmer, Hageland Wind Orchestra, Peter Snellinckx",2010,1,https://i.scdn.co/image/ab67616d0000b273f30e4d29ab14c2dc88247678,The Bells of Big Ben,0.95,0.13,475000.0,0.136,0.884,2.0,0.113,-19.027,0.0,0.0337,74.932,4.0,0.0399,https://open.spotify.com/track/31NM6pOPNKEHgPrkYLFbuF,English,3
1450,6G167td06Xd8Zw8YN2ajof,Take Me Back,THE BOYZ,2023,29,https://i.scdn.co/image/ab67616d0000b2738a08850a7d88f33b0272b00b,Delicious,0.0292,0.522,225613.0,0.894,0.0,5.0,0.374,-3.803,0.0,0.0535,156.96,4.0,0.472,https://open.spotify.com/track/6G167td06Xd8Zw8YN2ajof,Korean,4
1451,7A2nzn8WU3GBEtwXAoarLw,Burning Bridge,The New Madonnas,2019,0,https://i.scdn.co/image/ab67616d0000b27377868294b8a398eb9640c20a,Burning Bridge,0.00368,0.8,487780.0,0.48,0.88,0.0,0.067,-14.364,1.0,0.0589,126.002,4.0,0.143,https://open.spotify.com/track/7A2nzn8WU3GBEtwXAoarLw,English,4
1452,6Frd0zEsE0dGuQDXpHWDEL,Ava Kanna Paatha,D. Imman,2023,9,https://i.scdn.co/image/ab67616d0000b2734b931598fdc3eb8519afa456,Kazhuvethi Moorkkan (Original Score),0.279,0.769,243634.0,0.824,0.808,5.0,0.0762,-8.81,1.0,0.0458,145.503,3.0,0.508,https://open.spotify.com/track/6Frd0zEsE0dGuQDXpHWDEL,Tamil,4
1453,4bXkmidovjRO01ERjHO8uV,Kaala Surai Mama Voshadi,"Ilaiyaraaja, M. M. Keeravaani, S.P. Charan, P. Susheela",1988,0,https://i.scdn.co/image/ab67616d0000b2737c3e3ea944f8a265ea281170,Vaddante Pelli (Original Motion Picture Soundtrack),0.94,0.475,234213.0,0.717,0.906,9.0,0.443,-10.459,0.0,0.0484,123.821,4.0,0.934,https://open.spotify.com/track/4bXkmidovjRO01ERjHO8uV,Tamil,0
1454,6sQiL862t2bFL5nl2S8vhb,Vechirukken,"Ilaiyaraaja, Malaysia Vasudevan",1987,0,https://i.scdn.co/image/ab67616d0000b2731899c80b86619727582b3b76,Sirai Paravai (Original Motion Picture Soundtrack),0.675,0.567,240000.0,0.713,5.98e-05,5.0,0.554,-5.416,1.0,0.0325,140.514,1.0,0.84,https://open.spotify.com/track/6sQiL862t2bFL5nl2S8vhb,Tamil,2
1455,4v1SPFyLO2cHc4DVspadV1,Retakili Rekkai,"Deva, Sushmitha",1997,0,https://i.scdn.co/image/ab67616d0000b27363c505d4d2fd9aa4b2450d6f,Bharathi Kannamma (Original Motion Picture Soundtrack),0.0716,0.786,304160.0,0.602,0.135,5.0,0.368,-9.189,1.0,0.0305,110.962,4.0,0.564,https://open.spotify.com/track/4v1SPFyLO2cHc4DVspadV1,Tamil,4
1456,1UWacd8x8tPPwmrPB1MoBI,"Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")","Pritam, Arijit Singh",2016,72,https://i.scdn.co/image/ab67616d0000b273bca30634e6cad10b97c03d21,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],0.713,0.495,269032.0,0.654,0.0,3.0,0.165,-6.639,0.0,0.0679,123.896,4.0,0.35,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI,Hindi,0
1457,1bIhEN6lxZTokWS7Qk5DJP,Goodbye Now,TOMORROW X TOGETHER,2023,52,https://i.scdn.co/image/ab67616d0000b273786dd4b5a868cb9233456f1c,Goodbye Now (Love Revolution X TOMORROW X TOGETHER) [Original Webtoon Soundtrack],0.213,0.583,276520.0,0.389,0.0,2.0,0.156,-7.334,1.0,0.0278,135.881,4.0,0.254,https://open.spotify.com/track/1bIhEN6lxZTokWS7Qk5DJP,Korean,0
1458,1lUskB61Guv9LkWSV9ycWe,Sajan Bin,"Shankar-Ehsaan-Loy, Shivam Mahadevan, Jonita Gandhi",2020,44,https://i.scdn.co/image/ab67616d0000b2733d82f8ee55e79185ccf2427f,Bandish Bandits (Original Series Soundtrack),0.124,0.74,194286.0,0.692,1.32e-05,2.0,0.102,-7.285,1.0,0.0368,125.97,4.0,0.304,https://open.spotify.com/track/1lUskB61Guv9LkWSV9ycWe,Unknown,4
1459,6WF4hzdGXvXd1joERSXJjm,Hurts Like Heaven,Coldplay,2011,56,https://i.scdn.co/image/ab67616d0000b273de0cd11d7b31c3bd1fd5983d,Mylo Xyloto,0.01,0.418,242253.0,0.773,0.00418,10.0,0.269,-6.187,1.0,0.0305,89.961,4.0,0.273,https://open.spotify.com/track/6WF4hzdGXvXd1joERSXJjm,English,4
1460,5dJ02bXM7hZYWFO2YMWHKs,Kaise Mujhe,"Benny Dayal, Shreya Ghoshal",2017,46,https://i.scdn.co/image/ab67616d0000b27333a30749856319292a551a10,Love Dose: Benny Dayal,0.781,0.59,343742.0,0.414,0.000522,10.0,0.146,-12.391,1.0,0.0346,82.002,4.0,0.292,https://open.spotify.com/track/5dJ02bXM7hZYWFO2YMWHKs,Unknown,0
1461,0OGt2xIPJMoykWVamT7yV3,Pathfinder's Petro Pilgrimage Parade,abd rahman,2024,0,https://i.scdn.co/image/ab67616d0000b2736fa5de91ecff795c4c51e4dd,Pathfinder's Petro Pilgrimage Parade,0.0976,0.447,65000.0,0.154,0.914,8.0,0.0736,-28.208,0.0,0.495,78.099,4.0,0.787,https://open.spotify.com/track/0OGt2xIPJMoykWVamT7yV3,Unknown,1
1462,0xPBtwxfqIFQG2QTZjoKkH,We Found Love - Cahill Dub,"Rihanna, Calvin Harris, Cahill",2011,14,https://i.scdn.co/image/ab67616d0000b2733d2a1bbb6368ee88ea102984,We Found Love (The Remixes),0.000742,0.732,358240.0,0.879,0.365,3.0,0.225,-5.355,0.0,0.0618,127.987,4.0,0.21,https://open.spotify.com/track/0xPBtwxfqIFQG2QTZjoKkH,English,4
1463,3jFQhVMoTUU6he64VPBbni,Human Nature - Radio Version,Madonna,2001,25,https://i.scdn.co/image/ab67616d0000b273926359fddb711f3e372bfbcd,GHV2,0.0281,0.689,270107.0,0.56,0.545,10.0,0.178,-7.679,0.0,0.0338,92.507,4.0,0.731,https://open.spotify.com/track/3jFQhVMoTUU6he64VPBbni,English,4
1464,06SzrBbtXfKwgZufjnVAdb,Hey Penne Penne,G. V. Prakash,2021,2,https://i.scdn.co/image/ab67616d0000b27317b18f8dc53aa01b9abf483c,Vannakkamda Mappilei (Original Motion Picture Soundtrack),0.15,0.716,269592.0,0.582,7.55e-05,7.0,0.387,-14.529,1.0,0.0874,96.028,4.0,0.247,https://open.spotify.com/track/06SzrBbtXfKwgZufjnVAdb,Tamil,4
1465,27S8iOXD7Z58yvJtyk2S9j,No More Dream,BTS,2022,57,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,Proof,0.0118,0.438,222067.0,0.864,1.66e-06,2.0,0.431,-5.185,1.0,0.47,167.898,4.0,0.594,https://open.spotify.com/track/27S8iOXD7Z58yvJtyk2S9j,Korean,2
1466,6qT016FCR9fW8LswwcvioX,Kotthaga Kotthaga,"Shreya Ghoshal, Thaman S",2020,27,https://i.scdn.co/image/ab67616d0000b2734aa0357922f7cabfc2e3e346,Miss India,0.728,0.608,202718.0,0.557,0.052,6.0,0.105,-6.7,0.0,0.0326,77.936,4.0,0.242,https://open.spotify.com/track/6qT016FCR9fW8LswwcvioX,Unknown,0
1467,6P4rgmTz8eJRzU8C7Gb3Yj,After Last Night (feat. Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",2024,0,https://i.scdn.co/image/ab67616d0000b273c1a0bec570e6047ce3969630,Hitazos en inglés sin importar la década,0.0297,0.651,249444.0,0.703,0.0,0.0,0.0608,-8.958,0.0,0.0816,140.051,4.0,0.647,https://open.spotify.com/track/6P4rgmTz8eJRzU8C7Gb3Yj,English,4
1468,44DlbphuVTIBVWKGEMrf2M,Kaatrodu Kuzhalin,"Ilaiyaraaja, K. S. Chithra",1986,8,https://i.scdn.co/image/ab67616d0000b2733134014f6ac58bd94afd472b,Kodai Mazhai (Original Motion Picture Soundtrack),0.816,0.757,266000.0,0.655,0.0165,2.0,0.348,-8.531,1.0,0.107,96.166,4.0,0.891,https://open.spotify.com/track/44DlbphuVTIBVWKGEMrf2M,Tamil,0
1469,6T3uykbFaSOkubZQ7LVuye,"Aaramam Nirangal - From ""seniors""","Benny Dayal, Lakshmi",2018,16,https://i.scdn.co/image/ab67616d0000b273a3f4a15d672b13775431b0ec,Jayaram Hits,0.0897,0.514,261267.0,0.934,1.17e-05,5.0,0.252,-4.579,0.0,0.101,112.581,3.0,0.785,https://open.spotify.com/track/6T3uykbFaSOkubZQ7LVuye,Unknown,4
1470,0tthOf9qGaXhFH3vXI2jhX,"Vezhambal Mizhikal (From ""She Taxi"")",Vijay Yesudas,2020,0,https://i.scdn.co/image/ab67616d0000b273dc85bba2bc69bfbc51bc3b2b,Biju Menon And Anoop Menon Hits,0.51,0.618,274016.0,0.304,0.000326,2.0,0.104,-11.813,1.0,0.0339,72.999,4.0,0.208,https://open.spotify.com/track/0tthOf9qGaXhFH3vXI2jhX,Unknown,0
1471,0DEnvQ75HzMuynUnJcSmzb,"Manmadhane Nee (From ""Manmadhan"")","Yuvan Shankar Raja, Snehan, Sadhana Sargam",2023,1,https://i.scdn.co/image/ab67616d0000b273902b163977fb459a69b4abb6,Melodies of Sadhana Sargam,0.353,0.608,272107.0,0.594,0.000655,5.0,0.37,-12.086,0.0,0.0634,89.93,4.0,0.493,https://open.spotify.com/track/0DEnvQ75HzMuynUnJcSmzb,Tamil,0
1472,0vqr2kLtMfeyqh0SjnGo1q,"Stylish Thamizhachi (From ""Arrambam"")","Yuvan Shankar Raja, M.M.Manasi, Rubba Bend.Psycho Unit",2019,1,https://i.scdn.co/image/ab67616d0000b2734e633f17b584a885ca8b31f2,Aval,0.0804,0.676,264387.0,0.86,0.0,0.0,0.059,-4.271,0.0,0.131,80.01,4.0,0.665,https://open.spotify.com/track/0vqr2kLtMfeyqh0SjnGo1q,Tamil,4
1473,5vxGQJdottwusSwBHHYpEU,Projaapati E Mon,Shreya Ghoshal,2003,19,https://i.scdn.co/image/ab67616d0000b273ed052064f36a6d8f7bdb1df8,Jabo Tepantar,0.481,0.679,234498.0,0.428,5.71e-05,1.0,0.0634,-10.02,1.0,0.031,90.011,4.0,0.603,https://open.spotify.com/track/5vxGQJdottwusSwBHHYpEU,Unknown,0
1474,1deSYDfBRAkgQw6ZX4asKN,Friend's Death,D. Imman,2019,0,https://i.scdn.co/image/ab67616d0000b2730f086274e9bca6343eeeab6d,Namma Veettu Pillai (Original Sound Track),0.541,0.452,98324.0,0.538,0.809,10.0,0.242,-9.179,1.0,0.091,99.568,4.0,0.269,https://open.spotify.com/track/1deSYDfBRAkgQw6ZX4asKN,Tamil,3
1475,4hixj7e8AUBirob8Kqtskg,"Kattipudi Kattipudida (From ""Kushi"")","Shankar Mahadevan, Vasundhara Das",2013,0,https://i.scdn.co/image/ab67616d0000b2735438fa434d2ed20f87c35db3,Director Special - S.J.Surya,0.389,0.797,340924.0,0.599,8.34e-06,2.0,0.113,-10.828,1.0,0.239,164.005,4.0,0.883,https://open.spotify.com/track/4hixj7e8AUBirob8Kqtskg,Unknown,4
1476,766OKThGUgE1gXIlEBiw4C,Hanuman Sanskar,Shankar Mahadevan,2011,0,https://i.scdn.co/image/ab67616d0000b273f189d1fd6e979bb3aae5f5cc,Hanuman For Children,0.0149,0.656,332000.0,0.745,0.00218,7.0,0.398,-10.644,1.0,0.0515,139.946,4.0,0.38,https://open.spotify.com/track/766OKThGUgE1gXIlEBiw4C,Unknown,4
1477,3PTqoOYT7zh1Qy3N516Ljp,"Toto - From ""Watchman""","G. V. Prakash, Arunraja Kamaraj, Sanjana Kalmanje",2019,11,https://i.scdn.co/image/ab67616d0000b2735c0c01cf4ce77530f6241b56,"Toto (From ""Watchman"")",0.0937,0.844,177833.0,0.849,0.0,6.0,0.247,-5.108,0.0,0.24,90.0,4.0,0.542,https://open.spotify.com/track/3PTqoOYT7zh1Qy3N516Ljp,Tamil,4
1478,3w6Op0gikbaFVHKIEXXHzM,Rocinante,INFINITE,2014,18,https://i.scdn.co/image/ab67616d0000b2731b3abfcc57911b3bfebcae8b,Season 2,0.0713,0.607,189917.0,0.967,2.14e-06,9.0,0.227,-3.285,0.0,0.0761,122.987,4.0,0.849,https://open.spotify.com/track/3w6Op0gikbaFVHKIEXXHzM,Korean,4
1479,5ZkuySoOj72PkIt3oNVWFw,For You - Ballad Version Instrumental,BTOB,2016,10,https://i.scdn.co/image/ab67616d0000b273a43aafd43a9471f95c259a3d,"Cinderella & Four Knights, Pt. 1 (Original Soundtrack)",0.00346,0.545,238992.0,0.804,0.893,2.0,0.254,-6.388,1.0,0.0275,80.014,4.0,0.346,https://open.spotify.com/track/5ZkuySoOj72PkIt3oNVWFw,Korean,4
1480,3SKxKQHqWRb08nKyK0Ovdu,"We Didn't Start The Fire - Live at Shea Stadium, Queens, NY - July 2008",Billy Joel,2011,27,https://i.scdn.co/image/ab67616d0000b2737871c88338e3a6c2f99b9cd0,Live At Shea Stadium,0.106,0.491,314107.0,0.975,0.0,7.0,0.995,-2.658,1.0,0.0939,147.395,4.0,0.364,https://open.spotify.com/track/3SKxKQHqWRb08nKyK0Ovdu,English,2
1481,1NHMUrKW2rB7icHZnCK7ql,"Nee Mattum Podhum - From ""Meyaadha Maan""","Pradeep Kumar, Sid Sriram, Darshana K.T.",2018,0,https://i.scdn.co/image/ab67616d0000b273539d76ea6d9cb7018dc9f222,"First Love, Vol. 1",0.323,0.702,201984.0,0.39,1.13e-06,7.0,0.0969,-9.186,1.0,0.0349,83.009,4.0,0.626,https://open.spotify.com/track/1NHMUrKW2rB7icHZnCK7ql,Tamil,0
1482,0pDiRD9YE6PZBBgjMyezvk,Tum Se,"Raghav Chaitanya, Varun Jain, Sachin-Jigar, Indraneel",2024,50,https://i.scdn.co/image/ab67616d0000b273dfa8e0dab093f6a7c638c7fc,Teri Baaton Mein Aisa Uljha Jiya,0.68,0.612,264090.0,0.595,1.11e-06,10.0,0.104,-6.356,1.0,0.0331,99.991,4.0,0.435,https://open.spotify.com/track/0pDiRD9YE6PZBBgjMyezvk,Hindi,0
1483,78g1KU3zvKQLS5emtG9Xiu,Bullet Song,"Devi Sri Prasad, Silambarasan TR, Haripriya",2022,59,https://i.scdn.co/image/ab67616d0000b2739dfdd135781018cc4389df8e,The Warriorr (Tamil),0.569,0.715,237235.0,0.888,0.185,5.0,0.0917,-6.55,0.0,0.222,195.006,3.0,0.786,https://open.spotify.com/track/78g1KU3zvKQLS5emtG9Xiu,Unknown,4
1484,6ik7rE55Ny8i3Nri2de07K,Pray For Me Brother (Instrumental),A.R. Rahman,2007,14,https://i.scdn.co/image/ab67616d0000b273a1df2e2dd6e1baa9e012007f,Pray For Me Brother,0.0599,0.591,281973.0,0.626,0.846,7.0,0.102,-6.131,1.0,0.0301,92.991,4.0,0.302,https://open.spotify.com/track/6ik7rE55Ny8i3Nri2de07K,Unknown,3
1485,5p2dYZRER4z8wvhcmKbinm,Self Defense (Alternate) - The Deluxe Edition,Alan Silvestri,1992,2,https://i.scdn.co/image/ab67616d0000b273cd46ee72b5b78e777f016749,Death Becomes Her (Original Motion Picture Soundtrack) [The Deluxe Edition],0.957,0.371,73439.0,0.00215,0.903,8.0,0.0614,-34.232,0.0,0.0469,91.792,4.0,0.0346,https://open.spotify.com/track/5p2dYZRER4z8wvhcmKbinm,English,3
1486,0AYuvNWzJjvoTMdbrMUzNb,Coldplay - Speed Of Sound - Piano Cover,"Coldplay Piano Covers, Piano Covers",2024,6,https://i.scdn.co/image/ab67616d0000b273b4f5f0180fbba0f232026aae,Coldplay - Piano Covers - Instrumental,0.935,0.6,262280.0,0.228,0.927,2.0,0.114,-19.923,1.0,0.0507,122.947,4.0,0.266,https://open.spotify.com/track/0AYuvNWzJjvoTMdbrMUzNb,English,3
1487,5Xp2adctvbxIpqXYqoXKja,I'll Remember (Theme from the Motion Picture With Honors),Madonna,1994,38,https://i.scdn.co/image/ab67616d0000b273acb9cc027f65dc23fe875958,I'll Remember,0.77,0.698,260000.0,0.542,0.0251,2.0,0.0955,-10.632,1.0,0.0397,168.1,4.0,0.894,https://open.spotify.com/track/5Xp2adctvbxIpqXYqoXKja,English,0
1488,6kCHPE4E6nVg3KxZdlifnE,Forever,aespa,2022,45,https://i.scdn.co/image/ab67616d0000b273b3be3b970fc89a02f301c9da,Girls - The 2nd Mini Album,0.365,0.363,298173.0,0.73,0.0,8.0,0.305,-3.794,1.0,0.0441,184.07,4.0,0.291,https://open.spotify.com/track/6kCHPE4E6nVg3KxZdlifnE,Korean,0
1489,2GsKk6RSGpPgtysyCZniZI,July Maadham,"Deva, S.J. Surya, Kalyani Nair",2007,11,https://i.scdn.co/image/ab67616d0000b27393887db79a3a5a34c7a4b0e2,Viyabari (Original Motion Picture Soundtrack),0.134,0.682,298907.0,0.785,2.11e-05,5.0,0.579,-4.677,1.0,0.0785,101.997,4.0,0.71,https://open.spotify.com/track/2GsKk6RSGpPgtysyCZniZI,Tamil,2
1490,5c8vdQdRggwDspd3MNgjZX,Spy (feat. Wyclef Jean),"Shakira, Wyclef Jean",2009,32,https://i.scdn.co/image/ab67616d0000b27338abd299129f8be89e636d98,She Wolf (Expanded Edition),0.328,0.858,207133.0,0.765,1.67e-05,8.0,0.0629,-3.969,1.0,0.125,113.977,4.0,0.845,https://open.spotify.com/track/5c8vdQdRggwDspd3MNgjZX,English,4
1491,1G59vf6PCyMekNX30s3gtc,"Sagiye Poogathey (From ""King"")","Devan Ekambaram, Febi Mani",2013,0,https://i.scdn.co/image/ab67616d0000b2733b122913c9034e8666a22d58,Vikram and Simbu Hits,0.0406,0.867,260310.0,0.859,0.00731,4.0,0.141,-8.679,1.0,0.041,108.001,4.0,0.856,https://open.spotify.com/track/1G59vf6PCyMekNX30s3gtc,Tamil,4
1492,3bWfnlKDXV52z2ZFhLpfSJ,24K Magic,Bruno Mars,2024,1,https://i.scdn.co/image/ab67616d0000b2737fab37e3bb607a4df3c6f4dc,Energia Positiva,0.034,0.818,225983.0,0.804,0.0,1.0,0.154,-4.282,1.0,0.0798,106.969,4.0,0.634,https://open.spotify.com/track/3bWfnlKDXV52z2ZFhLpfSJ,English,4
1493,40ShV0fCXB9ZhwYdHx9i7q,"Coolie Disco (From ""Coolie"")",Anirudh Ravichander,2024,65,https://i.scdn.co/image/ab67616d0000b273ddc2f4d70adb8d92527ac909,"Coolie Disco (From ""Coolie"")",0.0055,0.573,129286.0,0.97,0.0203,1.0,0.0651,-5.59,0.0,0.515,168.081,4.0,0.327,https://open.spotify.com/track/40ShV0fCXB9ZhwYdHx9i7q,Tamil,1
1494,6tGgBYHxESFcxZ0jc5c2kA,Yettaiyya,"Ilaiyaraaja, Gangai Amaran",1997,0,https://i.scdn.co/image/ab67616d0000b27315018dada9edb109c10fd839,Themmangu Paattukaaran (Original Motion Picture Soundtrack),0.712,0.789,99840.0,0.466,4.22e-05,7.0,0.17,-7.606,1.0,0.0833,154.415,3.0,0.952,https://open.spotify.com/track/6tGgBYHxESFcxZ0jc5c2kA,Tamil,4
1495,5iTu2MuimFfc4GaRTWZ1xr,Vishnu Priyakala Sri Mahalakshmi,"Sadhu kokila, Bangalore Venkateshmurthy Srinivas, Pashupati Prasad Goturi, Sri Chandru, Shiva Kumar, Rathnamala Prakash",2024,0,https://i.scdn.co/image/ab67616d0000b273635f7cac28946f853978442a,"Vara Koduva Sri Mahalakshmi, Vol. 2",0.567,0.461,291657.0,0.742,9.59e-06,9.0,0.359,-5.936,0.0,0.0888,196.195,3.0,0.826,https://open.spotify.com/track/5iTu2MuimFfc4GaRTWZ1xr,English,4
1496,1lZxJC4FqDUlWPDpC1mOEq,Tharai Varamal,"Ilaiyaraaja, P Unni Krishnan, Geetha, Arunmozhi",1995,0,https://i.scdn.co/image/ab67616d0000b273708756367543d7527becea2e,Chandralekha (Original Motion Picture Soundtrack),0.751,0.674,107467.0,0.324,0.0,4.0,0.147,-12.583,0.0,0.0256,100.148,4.0,0.551,https://open.spotify.com/track/1lZxJC4FqDUlWPDpC1mOEq,Tamil,0
1497,3N2PPHbEVYgcTTEnp3j7PM,Paris Baguette,Picasso Madonna,2020,0,https://i.scdn.co/image/ab67616d0000b273cbb79e0069cb76684d3c48d4,Paris Baguette,0.0803,0.695,91633.0,0.608,0.00136,10.0,0.115,-14.812,1.0,0.429,157.076,4.0,0.509,https://open.spotify.com/track/3N2PPHbEVYgcTTEnp3j7PM,English,4
1498,7iIEJtrI5vdVvElKQl4gth,Timeless (WooHyun Solo),INFINITE,2011,18,https://i.scdn.co/image/ab67616d0000b273b2b80f829982ec0b7568632e,Over The TOP,0.166,0.434,270747.0,0.613,0.0,1.0,0.0943,-4.953,1.0,0.0341,143.616,4.0,0.376,https://open.spotify.com/track/7iIEJtrI5vdVvElKQl4gth,Korean,0
1499,63xmFGsK7zyKZDLbuk61SJ,Rock n Roll Rasaathi,"D. Imman, Benny Dayal, Joewin Shamalina",2022,4,https://i.scdn.co/image/ab67616d0000b273b91f9eebaa928f66a5e2531a,Yutha Satham,0.0592,0.542,241159.0,0.898,0.0,9.0,0.21,-5.667,1.0,0.225,184.968,4.0,0.647,https://open.spotify.com/track/63xmFGsK7zyKZDLbuk61SJ,Tamil,4
1500,5oCONwSKfL7ESO4oAStAH9,Swapping Babies,Thaman S,2023,9,https://i.scdn.co/image/ab67616d0000b273807942c7080fe48745c8f6b3,Ala Vaikunthapurramuloo - OST,0.336,0.314,76007.0,0.274,0.868,4.0,0.107,-19.99,0.0,0.0314,151.767,4.0,0.111,https://open.spotify.com/track/5oCONwSKfL7ESO4oAStAH9,Unknown,3
1501,6pVhdukDHVkEsxhJmkADHs,"Kannazhaga (From ""3 [Tamil]"") - The Kiss of Love","Anirudh Ravichander, Dhanush, Shruti Haasan",2015,26,https://i.scdn.co/image/ab67616d0000b2735fae7e07b4341db78756abda,Playback: Madras Melodies - Soulful Tamil Melodies,0.431,0.574,205947.0,0.496,0.0,8.0,0.399,-7.153,0.0,0.0277,109.935,4.0,0.61,https://open.spotify.com/track/6pVhdukDHVkEsxhJmkADHs,Tamil,0
1502,5yMMEA1k8kN7eWcZxGOHV9,Tertia Optio,Ramin Djawadi,2022,9,https://i.scdn.co/image/ab67616d0000b273088789da1c95edb5affb840c,Tom Clancy's Jack Ryan: Season 2 (Music from the Prime Video Original Series),0.672,0.29,218914.0,0.279,0.939,7.0,0.099,-21.915,1.0,0.0359,159.253,3.0,0.0871,https://open.spotify.com/track/5yMMEA1k8kN7eWcZxGOHV9,English,3
1503,4sPIoQVOJRpyyCjaw8oPEC,Om Jai Jagdish Hare - Vishnu Aarti,Shankar Mahadevan,2014,0,https://i.scdn.co/image/ab67616d0000b273d33a3b49b351ed64976c8aa3,Prayers for an Auspicious Diwali,0.642,0.567,337493.0,0.46,0.0,6.0,0.201,-10.573,1.0,0.0303,95.967,3.0,0.746,https://open.spotify.com/track/4sPIoQVOJRpyyCjaw8oPEC,Unknown,0
1504,57YsJhxuOngNsRKSDHebu3,Baaten Hawa Hain,"Shreya Ghoshal, Sameer, Manoj Tapadia",2007,11,https://i.scdn.co/image/ab67616d0000b273921dcc399747e8b63c80fdad,Cheeni Kum (Original Motion Picture Soundtrack),0.206,0.689,290507.0,0.836,2.08e-06,7.0,0.104,-4.464,1.0,0.0379,106.072,4.0,0.521,https://open.spotify.com/track/57YsJhxuOngNsRKSDHebu3,Unknown,4
1505,1VxHxSgjiSDIeLA4BeALWM,"Je T'aime (From ""Befikre'')","Vishal-Shekhar, Vishal Dadlani, Sunidhi Chauhan, Jaideep Sahni",2023,1,https://i.scdn.co/image/ab67616d0000b273e8f75790f076f66c43576fa8,Superhits of Ranveer Singh,0.607,0.659,241069.0,0.662,6.66e-05,6.0,0.102,-6.538,1.0,0.0402,121.987,4.0,0.746,https://open.spotify.com/track/1VxHxSgjiSDIeLA4BeALWM,Hindi,0
1506,3k5a79EB4MCJqJ338Gt4x8,Such Keh Raha Hai - Bass Trap,"K . K., Harris Jayaraj, Sameer Anjaan, The Hrishi",2024,2,https://i.scdn.co/image/ab67616d0000b2734649cad216f29ed45bd34e06,Such Keh Raha Hai - Bass Trap,0.063,0.797,159951.0,0.581,0.000389,1.0,0.117,-7.438,1.0,0.0403,139.975,4.0,0.457,https://open.spotify.com/track/3k5a79EB4MCJqJ338Gt4x8,Tamil,4
1507,6yLdWiAkS1ZUrTdgm0yKXL,She Drives Me Wild,Michael Jackson,1991,46,https://i.scdn.co/image/ab67616d0000b2733b9f8b18cc685e1502128aa8,Dangerous,0.0691,0.906,219867.0,0.93,0.0,1.0,0.463,-2.081,1.0,0.206,109.544,4.0,0.643,https://open.spotify.com/track/6yLdWiAkS1ZUrTdgm0yKXL,English,2
1508,4O9Dl7VSb9s95re5xy9z0w,Emanukoni,"G. V. Prakash, Anantha Sriram",2024,1,https://i.scdn.co/image/ab67616d0000b273319589c34d10bd60248e60d2,Matka,0.38,0.605,203066.0,0.422,0.00179,0.0,0.235,-10.714,0.0,0.0284,115.012,3.0,0.303,https://open.spotify.com/track/4O9Dl7VSb9s95re5xy9z0w,Tamil,0
1509,3bS1taFqjZhkOBjvpim9OS,"Roja - Version, 2","A.R. Rahman, Hariharan, K. S. Chithra",1994,40,https://i.scdn.co/image/ab67616d0000b2730a6413faed4599fdcbf15c37,Roja (Original Motion Picture Soundtrack),0.45,0.642,304827.0,0.255,0.0,4.0,0.0663,-18.563,1.0,0.0368,91.0,4.0,0.45,https://open.spotify.com/track/3bS1taFqjZhkOBjvpim9OS,Unknown,0
